1 	 	 0.059 	 2.489027 
2 	 	 0.052 	 4.943378 
3 	 	 0.047 	 7.393723 
4 	 	 0.062 	 9.854585 
5 	 	 0.049 	 12.34189 
6 	 	 0.044 	 14.78681 
7 	 	 0.047 	 17.21216 
8 	 	 0.053 	 19.65956 
9 	 	 0.051 	 22.04716 
10 	 	 0.048 	 24.43421 
11 	 	 0.044 	 26.81608 
12 	 	 0.048 	 29.1961 
13 	 	 0.044 	 31.57081 
14 	 	 0.051 	 33.95764 
15 	 	 0.057 	 36.31043 
16 	 	 0.06 	 38.6696 
17 	 	 0.048 	 41.03181 
18 	 	 0.048 	 43.3934 
19 	 	 0.056 	 45.75787 
20 	 	 0.05 	 48.12182 
21 	 	 0.071 	 50.49733 
22 	 	 0.067 	 52.78678 
23 	 	 0.059 	 55.08716 
24 	 	 0.064 	 57.38406 
25 	 	 0.048 	 59.67186 
26 	 	 0.071 	 1.032959 
27 	 	 0.039 	 1.071255 
28 	 	 0.045 	 1.109432 
29 	 	 0.088 	 1.147767 
30 	 	 0.071 	 1.186044 
31 	 	 0.095 	 1.22455 
32 	 	 0.068 	 1.262284 
33 	 	 0.053 	 1.299877 
34 	 	 0.058 	 1.337424 
35 	 	 0.07 	 1.374975 
36 	 	 0.105 	 1.40937 
37 	 	 0.049 	 1.443635 
38 	 	 0.092 	 1.478373 
39 	 	 0.072 	 1.512771 
40 	 	 0.085 	 1.547065 
41 	 	 0.057 	 1.581517 
42 	 	 0.076 	 1.615707 
43 	 	 0.048 	 1.657367 
44 	 	 0.057 	 1.699055 
45 	 	 0.046 	 1.741043 
46 	 	 0.057 	 1.782623 
47 	 	 0.052 	 1.824294 
48 	 	 0.058 	 1.866475 
49 	 	 0.051 	 1.908648 
50 	 	 0.053 	 1.950487 
51 	 	 0.059 	 1.992119 
52 	 	 0.047 	 2.033931 
53 	 	 0.055 	 2.075549 
54 	 	 0.048 	 2.117392 
55 	 	 0.054 	 2.159094 
56 	 	 0.061 	 2.201257 
57 	 	 0.059 	 2.243269 
58 	 	 0.047 	 2.286423 
59 	 	 0.06 	 2.328402 
60 	 	 0.054 	 2.370177 
61 	 	 0.057 	 2.413004 
62 	 	 0.057 	 2.455312 
63 	 	 0.054 	 2.49721 
64 	 	 0.055 	 2.53849 
65 	 	 0.054 	 2.580408 
66 	 	 0.066 	 2.622685 
67 	 	 0.064 	 2.664783 
68 	 	 0.059 	 2.706606 
69 	 	 0.048 	 2.748215 
70 	 	 0.052 	 2.790818 
71 	 	 0.073 	 2.832868 
72 	 	 0.084 	 2.875009 
73 	 	 0.086 	 2.919186 
74 	 	 0.065 	 2.964254 
75 	 	 0.091 	 3.008921 
76 	 	 0.065 	 3.053635 
77 	 	 0.058 	 3.098548 
78 	 	 0.103 	 3.139632 
79 	 	 0.08 	 3.181815 
80 	 	 0.08 	 3.223835 
81 	 	 0.076 	 3.265103 
82 	 	 0.099 	 3.306329 
83 	 	 0.066 	 3.348347 
84 	 	 0.067 	 3.390562 
85 	 	 0.047 	 3.432603 
86 	 	 0.055 	 3.474742 
87 	 	 0.056 	 3.515412 
88 	 	 0.051 	 3.555286 
89 	 	 0.051 	 3.596341 
90 	 	 0.052 	 3.639184 
91 	 	 0.061 	 3.682627 
92 	 	 0.063 	 3.724686 
93 	 	 0.046 	 3.76743 
94 	 	 0.059 	 3.810101 
95 	 	 0.057 	 3.851092 
96 	 	 0.059 	 3.89372 
97 	 	 0.061 	 3.934959 
98 	 	 0.062 	 3.978809 
99 	 	 0.042 	 4.021593 
100 	 	 0.039 	 4.060191 
101 	 	 0.046 	 4.098021 
102 	 	 0.04 	 4.136703 
103 	 	 0.058 	 4.175094 
104 	 	 0.038 	 4.213509 
105 	 	 0.042 	 4.251868 
106 	 	 0.039 	 4.289179 
107 	 	 0.049 	 4.326407 
108 	 	 0.054 	 4.363631 
109 	 	 0.053 	 4.40096 
110 	 	 0.059 	 4.438266 
111 	 	 0.042 	 4.475394 
112 	 	 0.047 	 4.512724 
113 	 	 0.04 	 4.549263 
114 	 	 0.045 	 4.585912 
115 	 	 0.035 	 4.622451 
116 	 	 0.035 	 4.659104 
117 	 	 0.036 	 4.695745 
118 	 	 0.036 	 4.732465 
119 	 	 0.051 	 4.769155 
120 	 	 0.06 	 4.802652 
121 	 	 0.038 	 4.836264 
122 	 	 0.048 	 4.869965 
123 	 	 0.048 	 4.903563 
124 	 	 0.03 	 4.937189 
125 	 	 0.04 	 4.970895 
126 	 	 0.051 	 5.004556 
127 	 	 0.051 	 5.045309 
128 	 	 0.042 	 5.08612 
129 	 	 0.055 	 5.127064 
130 	 	 0.054 	 5.167777 
131 	 	 0.052 	 5.208643 
132 	 	 0.052 	 5.249496 
133 	 	 0.076 	 5.290311 
134 	 	 0.062 	 5.3312 
135 	 	 0.053 	 5.372041 
136 	 	 0.058 	 5.412878 
137 	 	 0.057 	 5.453883 
138 	 	 0.061 	 5.495122 
139 	 	 0.051 	 5.536191 
140 	 	 0.048 	 5.576931 
141 	 	 0.049 	 5.61783 
142 	 	 0.055 	 5.658505 
143 	 	 0.051 	 5.699245 
144 	 	 0.056 	 5.740028 
145 	 	 0.067 	 5.780737 
146 	 	 0.064 	 5.821504 
147 	 	 0.049 	 5.862221 
148 	 	 0.06 	 5.902379 
149 	 	 0.048 	 5.942627 
150 	 	 0.049 	 5.982963 
151 	 	 0.051 	 6.023186 
152 	 	 0.052 	 6.06367 
153 	 	 0.041 	 6.103748 
154 	 	 0.039 	 6.144196 
155 	 	 0.043 	 6.184627 
156 	 	 0.046 	 6.225011 
157 	 	 0.045 	 6.265471 
158 	 	 0.046 	 6.305965 
159 	 	 0.053 	 6.346514 
160 	 	 0.033 	 6.387008 
161 	 	 0.042 	 6.427567 
162 	 	 0.044 	 6.465809 
163 	 	 0.034 	 6.504274 
164 	 	 0.048 	 6.542552 
165 	 	 0.039 	 6.580813 
166 	 	 0.046 	 6.619092 
167 	 	 0.037 	 6.657239 
