47 	 0.042 	 0.05 	 3.696543 
48 	 0.048 	 0.053 	 3.780041 
49 	 0.056 	 0.051 	 3.857026 
50 	 0.038 	 0.046 	 3.932201 
51 	 0.051 	 0.051 	 4.00758 
52 	 0.056 	 0.053 	 4.082819 
53 	 0.042 	 0.031 	 4.158053 
54 	 0.066 	 0.052 	 4.2331 
55 	 0.037 	 0.038 	 4.30838 
56 	 0.045 	 0.033 	 4.383418 
57 	 0.056 	 0.061 	 4.457687 
58 	 0.048 	 0.054 	 4.531903 
59 	 0.059 	 0.075 	 4.606468 
60 	 0.048 	 0.04 	 4.680623 
61 	 0.081 	 0.061 	 4.755043 
62 	 0.056 	 0.055 	 4.829122 
63 	 0.059 	 0.05 	 4.903521 
64 	 0.072 	 0.059 	 4.974466 
65 	 0.064 	 0.061 	 5.045635 
66 	 0.066 	 0.063 	 5.116771 
67 	 0.049 	 0.063 	 5.187953 
68 	 0.078 	 0.046 	 5.259095 
69 	 0.045 	 0.052 	 5.330281 
70 	 0.05 	 0.071 	 5.404923 
71 	 0.064 	 0.068 	 5.48248 
72 	 0.051 	 0.055 	 5.560096 
73 	 0.051 	 0.053 	 5.637703 
74 	 0.043 	 0.054 	 5.715248 
75 	 0.071 	 0.067 	 5.793138 
76 	 0.057 	 0.057 	 5.87063 
77 	 0.064 	 0.055 	 5.948502 
78 	 0.064 	 0.056 	 6.025747 
79 	 0.054 	 0.049 	 6.103044 
80 	 0.056 	 0.064 	 6.180397 
81 	 0.061 	 0.057 	 6.257629 
82 	 0.052 	 0.056 	 6.334824 
83 	 0.054 	 0.053 	 6.412127 
84 	 0.041 	 0.067 	 6.489393 
85 	 0.033 	 0.044 	 6.563339 
86 	 0.038 	 0.05 	 6.637331 
87 	 0.043 	 0.038 	 6.711271 
88 	 0.037 	 0.044 	 6.785125 
89 	 0.041 	 0.055 	 6.859252 
90 	 0.053 	 0.044 	 6.933388 
91 	 0.03 	 0.055 	 7.007287 
92 	 0.05 	 0.033 	 7.078177 
93 	 0.043 	 0.052 	 7.14893 
94 	 0.037 	 0.053 	 7.219704 
95 	 0.035 	 0.041 	 7.290303 
96 	 0.04 	 0.037 	 7.360869 
97 	 0.04 	 0.05 	 7.431532 
98 	 0.042 	 0.033 	 7.502475 
99 	 0.036 	 0.052 	 7.579795 
100 	 0.037 	 0.043 	 7.656972 
101 	 0.035 	 0.043 	 7.734386 
102 	 0.042 	 0.036 	 7.811652 
103 	 0.042 	 0.039 	 7.888977 
104 	 0.049 	 0.036 	 7.966204 
105 	 0.047 	 0.043 	 8.043624 
106 	 0.041 	 0.044 	 8.120547 
107 	 0.032 	 0.047 	 8.197518 
108 	 0.035 	 0.03 	 8.274467 
109 	 0.032 	 0.038 	 8.351463 
110 	 0.03 	 0.041 	 8.428446 
111 	 0.035 	 0.03 	 8.50551 
112 	 0.041 	 0.036 	 8.582529 
113 	 0.051 	 0.046 	 8.655918 
114 	 0.056 	 0.042 	 8.729448 
115 	 0.047 	 0.049 	 8.802995 
116 	 0.049 	 0.043 	 8.876602 
117 	 0.062 	 0.063 	 8.950133 
118 	 0.041 	 0.046 	 9.023764 
119 	 0.043 	 0.058 	 9.097343 
120 	 0.049 	 0.042 	 9.170605 
121 	 0.06 	 0.059 	 9.2439 
122 	 0.05 	 0.053 	 9.317138 
123 	 0.043 	 0.055 	 9.390601 
124 	 0.054 	 0.05 	 9.463857 
125 	 0.061 	 0.062 	 9.537182 
126 	 0.054 	 0.055 	 9.610463 
127 	 0.044 	 0.055 	 9.686575 
128 	 0.05 	 0.039 	 9.762769 
129 	 0.046 	 0.037 	 9.838863 
130 	 0.052 	 0.046 	 9.914774 
131 	 0.041 	 0.055 	 9.990838 
132 	 0.049 	 0.058 	 10.06689 
133 	 0.05 	 0.043 	 10.14306 
134 	 0.038 	 0.041 	 10.22125 
135 	 0.059 	 0.049 	 10.29928 
136 	 0.058 	 0.045 	 10.37755 
137 	 0.051 	 0.048 	 10.45566 
138 	 0.044 	 0.052 	 10.53376 
139 	 0.061 	 0.047 	 10.61204 
140 	 0.046 	 0.04 	 10.69017 
141 	 0.053 	 0.038 	 10.7633 
142 	 0.033 	 0.043 	 10.83674 
143 	 0.048 	 0.061 	 10.91008 
144 	 0.043 	 0.036 	 10.98328 
145 	 0.031 	 0.033 	 11.05665 
146 	 0.052 	 0.036 	 11.13004 
147 	 0.037 	 0.058 	 11.20313 
148 	 0.04 	 0.037 	 11.27615 
149 	 0.044 	 0.033 	 11.34901 
150 	 0.029 	 0.033 	 11.42183 
151 	 0.047 	 0.045 	 11.49474 
152 	 0.037 	 0.036 	 11.56759 
153 	 0.036 	 0.034 	 11.6406 
154 	 0.033 	 0.037 	 11.71353 
155 	 0.039 	 0.047 	 11.78928 
156 	 0.044 	 0.041 	 11.86507 
157 	 0.037 	 0.042 	 11.94087 
158 	 0.043 	 0.043 	 12.01655 
159 	 0.042 	 0.044 	 12.09242 
160 	 0.037 	 0.034 	 12.16819 
161 	 0.032 	 0.044 	 12.24393 
162 	 0.036 	 0.035 	 12.3216 
163 	 0.041 	 0.03 	 12.39928 
164 	 0.041 	 0.029 	 12.47719 
165 	 0.03 	 0.044 	 12.55491 
166 	 0.014 	 0.029 	 12.63268 
167 	 0.028 	 0.048 	 12.71052 
168 	 0.03 	 0.04 	 12.78838 
12.7884 
