1 	 2.127035 
2 	 3.749329 
3 	 5.242335 
4 	 6.780464 
5 	 8.30684 
6 	 9.915331 
11.01668 
1 	 1.559042 
2.874727 
1 	 1.51561 
2 	 3.0461 
3 	 4.564303 
4 	 6.031146 
5 	 7.420661 
6 	 8.907733 
7 	 10.41756 
8 	 11.88916 
9 	 13.33907 
10 	 14.82096 
11 	 16.31285 
12 	 17.77807 
13 	 19.26101 
14 	 20.9347 
15 	 22.41366 
16 	 23.93371 
17 	 25.45362 
18 	 26.93229 
19 	 28.32918 
20 	 29.7432 
21 	 31.15254 
22 	 32.65183 
23 	 34.11637 
24 	 35.61843 
25 	 37.09114 
26 	 38.56142 
27 	 40.00001 
28 	 41.46524 
29 	 42.90914 
30 	 44.39178 
31 	 45.83613 
32 	 47.29741 
33 	 48.77167 
34 	 50.2394 
35 	 51.69001 
36 	 53.12821 
37 	 54.63491 
38 	 56.10939 
39 	 57.6125 
40 	 59.08974 
41 	 1.009252 
42 	 1.033888 
43 	 1.059592 
44 	 1.083974 
45 	 1.109135 
46 	 1.133475 
47 	 1.157881 
48 	 1.182031 
49 	 1.206336 
50 	 1.230849 
51 	 1.254972 
52 	 1.279239 
53 	 1.303746 
54 	 1.328263 
55 	 1.352294 
56 	 1.376229 
57 	 1.400565 
58 	 1.42543 
59 	 1.450021 
60 	 1.474466 
61 	 1.498638 
62 	 1.522864 
63 	 1.547248 
64 	 1.571621 
65 	 1.596021 
66 	 1.620697 
67 	 1.645288 
68 	 1.669533 
69 	 1.694187 
70 	 1.718307 
71 	 1.743267 
72 	 1.767563 
1.767581 
1 	 1.485222 
2 	 3.009301 
3 	 5.086503 
4 	 7.082789 
5 	 8.950815 
6 	 10.77133 
7 	 12.25635 
8 	 13.74597 
9 	 15.24836 
10 	 16.76098 
11 	 18.29906 
12 	 19.80992 
13 	 21.28625 
14 	 22.84748 
15 	 24.37893 
16 	 25.98668 
17 	 27.81755 
18 	 30.77707 
19 	 32.52 
20 	 34.14204 
21 	 35.6844 
22 	 37.25573 
23 	 38.80062 
24 	 40.35519 
25 	 42.30136 
26 	 44.43397 
27 	 46.56091 
28 	 48.58523 
29 	 50.48234 
30 	 52.03106 
31 	 53.52923 
32 	 55.06012 
33 	 56.80302 
34 	 58.66859 
35 	 1.003457 
36 	 1.029395 
37 	 1.05492 
38 	 1.080169 
39 	 1.10427 
40 	 1.128689 
41 	 1.156619 
42 	 1.193089 
43 	 1.221726 
44 	 1.247624 
45 	 1.273015 
46 	 1.299226 
47 	 1.325372 
48 	 1.350923 
49 	 1.37582 
50 	 1.401802 
51 	 1.427035 
52 	 1.452697 
53 	 1.480766 
54 	 1.511891 
55 	 1.538954 
56 	 1.569389 
57 	 1.597479 
58 	 1.625847 
59 	 1.655111 
60 	 1.683591 
61 	 1.713626 
62 	 1.743656 
63 	 1.776713 
64 	 1.802828 
65 	 1.827758 
66 	 1.858097 
67 	 1.887277 
68 	 1.913215 
69 	 1.939297 
70 	 1.965432 
71 	 1.991496 
72 	 2.017445 
2.017462 
