1 	 1.145348 
2 	 2.268812 
3 	 3.357656 
4 	 4.487903 
5 	 5.608545 
6 	 6.73691 
7 	 7.884805 
8 	 9.017006 
9 	 10.57913 
10 	 12.12832 
11 	 13.67493 
12 	 15.22708 
13 	 16.77644 
14 	 18.33254 
15 	 19.89923 
16 	 21.48551 
17 	 22.58728 
18 	 23.6982 
19 	 24.81795 
20 	 25.94092 
21 	 27.04966 
22 	 28.17057 
23 	 29.27238 
24 	 30.39281 
25 	 31.99527 
26 	 33.5933 
27 	 35.16947 
28 	 36.83368 
29 	 38.45951 
30 	 40.02248 
31 	 41.57797 
32 	 43.12521 
33 	 44.25212 
34 	 45.37367 
35 	 46.49693 
36 	 47.62051 
37 	 48.74864 
38 	 49.91203 
