1 	 1.260605 
2 	 2.468035 
3 	 3.740915 
4 	 4.976967 
5 	 6.231052 
6 	 7.51613 
7 	 8.856262 
8 	 10.17747 
9 	 11.42201 
10 	 12.59082 
11 	 13.74443 
12 	 14.89637 
13 	 16.07442 
14 	 17.20836 
15 	 18.22233 
16 	 19.56971 
17 	 20.70159 
18 	 21.68043 
19 	 22.68048 
20 	 23.65896 
21 	 24.71176 
22 	 25.70383 
23 	 26.69223 
24 	 27.67145 
25 	 28.67885 
26 	 29.87174 
27 	 30.95982 
28 	 32.11663 
29 	 33.25182 
30 	 34.30549 
31 	 35.34542 
32 	 36.38444 
33 	 37.48424 
34 	 38.55136 
35 	 39.60767 
36 	 40.95306 
37 	 42.05913 
38 	 43.1673 
39 	 44.30168 
40 	 45.46711 
41 	 46.63009 
42 	 47.8028 
43 	 48.92836 
44 	 50.09119 
45 	 51.19719 
46 	 52.34047 
47 	 53.4765 
48 	 54.59834 
49 	 55.67772 
50 	 56.76767 
51 	 57.93494 
52 	 59.23932 
53 	 1.006881 
54 	 1.025507 
55 	 1.044234 
56 	 1.062274 
57 	 1.080697 
58 	 1.099329 
59 	 1.11791 
60 	 1.136685 
61 	 1.154636 
62 	 1.172386 
63 	 1.190465 
64 	 1.209117 
65 	 1.233756 
66 	 1.258046 
67 	 1.280462 
68 	 1.300625 
69 	 1.321288 
70 	 1.340563 
71 	 1.358783 
72 	 1.377478 
73 	 1.396105 
74 	 1.414447 
75 	 1.432774 
76 	 1.451062 
77 	 1.469202 
78 	 1.487296 
79 	 1.50524 
80 	 1.523486 
81 	 1.542498 
82 	 1.560472 
83 	 1.578697 
84 	 1.596967 
85 	 1.616043 
86 	 1.63526 
87 	 1.654147 
88 	 1.672963 
89 	 1.691617 
90 	 1.709924 
91 	 1.728087 
92 	 1.746325 
93 	 1.765031 
94 	 1.783026 
95 	 1.801681 
96 	 1.82625 
97 	 1.851205 
98 	 1.868256 
99 	 1.885262 
100 	 1.902393 
101 	 1.919517 
102 	 1.936492 
103 	 1.953759 
104 	 1.977012 
105 	 2.001128 
106 	 2.019251 
107 	 2.041646 
108 	 2.06289 
109 	 2.08501 
110 	 2.104441 
111 	 2.124927 
112 	 2.149398 
113 	 2.169878 
114 	 2.1903 
115 	 2.21024 
116 	 2.233402 
117 	 2.258272 
118 	 2.290251 
119 	 2.317031 
120 	 2.345256 
121 	 2.367804 
122 	 2.386648 
123 	 2.404973 
124 	 2.426622 
125 	 2.44652 
126 	 2.46755 
127 	 2.490091 
128 	 2.51239 
129 	 2.5338 
130 	 2.554779 
131 	 2.581575 
132 	 2.612738 
133 	 2.631824 
134 	 2.651122 
135 	 2.670677 
136 	 3.761261 
137 	 3.801674 
138 	 3.837733 
139 	 3.879506 
140 	 3.921206 
141 	 3.964103 
142 	 4.007165 
143 	 4.076839 
144 	 4.117015 
145 	 4.161103 
146 	 4.203248 
147 	 4.244255 
148 	 4.28389 
149 	 4.324567 
150 	 4.35461 
151 	 4.378737 
152 	 4.413855 
153 	 4.45568 
154 	 4.498725 
155 	 4.540878 
156 	 4.586854 
157 	 4.629953 
158 	 4.670612 
159 	 4.713533 
160 	 4.755582 
161 	 4.79528 
162 	 4.834643 
163 	 4.875964 
164 	 4.916697 
165 	 4.957654 
166 	 4.998084 
167 	 5.036819 
168 	 5.075393 
169 	 5.116474 
170 	 5.156455 
171 	 5.197436 
172 	 5.23741 
173 	 5.278147 
174 	 5.31785 
175 	 5.359793 
176 	 5.40211 
177 	 5.44354 
178 	 5.485264 
179 	 5.524886 
180 	 5.564769 
181 	 5.604943 
182 	 5.644773 
183 	 5.685959 
184 	 5.727984 
185 	 5.767164 
186 	 5.807735 
187 	 5.84908 
188 	 5.889904 
189 	 5.931117 
190 	 5.972249 
191 	 6.213562 
192 	 6.256695 
6.25674 
